Bisma Batara,7396823647,Jawa Barat 27 Oktober 1999,2016,3.98
Cakra Yuda,4489145347,Nusa Tenggara Barat 15 Juli 1998,2017,3.63
Susilo Wijaya,6292005296,Sumatera Barat 11 Mei 2001,2019,2.7
Manikmaya Raharja,5776284414,Aceh 20 April 2004,2018,1.15
Sudiro Karno,6401560912,Lampung 23 Januari 2000,2015,3.48
Surya Andaru,3256038006,Sumatera Barat 16 Juni 2003,2016,1.87
Bamantara Arya,2246443641,Jawa Barat 28 Januari 2003,2014,1.45
Rahardian Gentala,1986238037,Bangka 11 Mei 1996,2016,1.14
Abhicandra Aswangga,2265738398,Kepulauan Riau 28 September 2003,2014,3.2
Sobiyanto Asmaralaya,3047234967,Kalimantan Timur 12 Juli 2004,2015,2.45
Tirta Nareswara,5087507372,Banten 14 Januari 2003,2014,2.29
Rakabuming Agnibrata,4202704160,Nusa Tenggara Barat 26 Agustus 2002,2016,2.15
Pranadibta Danurdara,6889303692,Sulawesi Selatan 2 Juni 2003,2019,3.20
Dhika Fajar,5768961224,Sumatera Barat 29 Februari 2003,2016,1.70
Mahaprana Adiguna,9904531776,Banten 8 Juni 2004,2018,1.46
Yudayana Kusuma,396362000,Riau 12 Desember 1997,2018,1.2
Siswanto Prastowo,4087585286,Jawa Barat 5 Desember 1996,2014,3.23
Mahaeswara Jumanta,3890992377,Bangka 20 Juli 1997,2019,3.91
Abimana Cakrawala,4888430289,Jawa Barat 15 Mei 2001,2018,3.95
Baswara Wibisana,5796865921,Jawa Tengah 26 Oktober 2001,2016,3.96
Lasmana Herdian,6040978939,Banten 22 Februari 2002,2014,2.18
Bisma Abhicandra,6448259048,Sulawesi Tengah 29 Januari 2002,2017,3.33
Santoso Satriya,1525942432,Jakarta 1 Maret 2000,2019,3.15
Jumanta Ardianto,5301122787,Jawa Timur 12 Oktober 1999,2015,3.9
Barata Handaru,8164735093,Sumatera Utara 13 Februari 1998,2014,3.44
Pramono Bajradaka,5680786372,Jawa Barat 2 April 2004,2014,3.24
Muhadir Jatmika,1837026837,Jakarta 10 Mei 1998,2019,3.78
Joko Kusna,4688662115,Jawa Tengah 25 Agustus 2001,2018,2.84
Baswara Widodo,5742541058,Jawa Barat 29 November 2003,2018,3.80
Mahadana Siswanto,7118246402,Sumatera Barat 21 November 1998,2015,2.78
Nawang Bhanu,3421877454,Maluku Utara 20 Maret 2002,2019,3.70
Kukuh Satria,9911000475,Sulawesi Selatan 6 Maret 2004,2018,2.21
Ismoyono Yudayana,7372867027,Jakarta 16 Mei 2004,2019,2.35
Pradana Sambara,6825506013,Jawa Tengah 22 Juli 2000,2016,2.58
Bagaskoro Bagaskoro,8693867768,Sumatera Utara 11 Oktober 2003,2015,1.65
Kaesang Wicaksana,2002986472,Aceh 23 Agustus 1996,2014,2.70
Respati Jatmika,7340401887,Jakarta 27 Agustus 1996,2015,3.31
Wajendra Wardana,1835171681,Sumatera Barat 23 Juni 1997,2017,1.51
Manggala Pramono,7216685366,Jawa Barat 17 Maret 1996,2014,3.34
Nehan Kusuma,1025401600,Sumatera Barat 3 Juni 2001,2018,1.32
Madyana Rahagi,5359579407,Sumatera Utara 22 Desember 2001,2016,3.43
Surya Basuki,5834591640,Sulawesi Selatan 22 Januari 1997,2017,3.52
Pranadipa Abyasa,3724269775,Jawa Tengah 11 Maret 2004,2014,2.50
Guntur Haris,4209961611,Sumatera Selatan 8 November 1998,2018,1.35
Parikesit Bajradaka,6554120324,Lampung 7 Desember 1996,2016,3.62
Haribawa Abhicandra,4407870905,Banten 16 Desember 1997,2017,1.58
Bagaskoro Birawa,3677826169,Jawa Timur 22 November 1996,2014,3.35
Mahaprana Bramantya,7656795430,Kepulauan Riau 26 Oktober 2004,2015,1.9
Sobiyanto Mandala,4691979311,Sulawesi Selatan 8 September 1999,2018,2.6
Arya Luhung,4138039161,Sumatera Barat 29 Desember 2004,2016,1.88
Mandala Siswanto,2581880159,Jambi 14 Maret 1998,2018,3.86
Hendro Prastowo,2206698604,Nusa Tenggara Barat 26 April 1999,2018,3.88
Pradipta Brawijaya,644684912,Jakarta 26 Juli 2000,2014,2.32
Tamawijaya Lesmana,4134324058,Sumatera Utara 28 Mei 1998,2017,1.99
Upasama Abhicandra,4893892987,Jakarta 24 Oktober 2004,2016,3.13
Cakra Lintang,9480945037,Jawa Timur 27 November 1996,2018,1.5
Tulus Sugiarto,5783944697,Jawa Timur 28 Mei 2003,2014,1.48
Apta Bramantya,4958345442,Riau 20 Mei 2000,2016,1.43
Rahagi Aji,7300050996,Jawa Timur 26 Februari 2003,2018,2.70
Gentala Sambara,8875394534,Jawa Barat 9 Maret 2004,2019,2.2
Indradewa Aradhana,7089321235,Jawa Barat 3 Januari 1997,2016,3.27
Bhagawanta Wicaksana,9858463706,Jambi 1 Juni 2004,2016,1.26
Pramono Arga,7805456303,Sumatera Selatan 9 Agustus 1999,2019,1.98
Mahadri Jumanta,186075358,Jawa Tengah 18 Januari 1997,2019,3.16
Indra Aji,2773037373,Bangka 9 Maret 2000,2018,1.29
Gunawan Cakrawala,6886395313,Sumatera Barat 25 Agustus 2004,2017,2.95
Gumelar Pramono,6216514136,Jawa Barat 19 Januari 2003,2019,1.17
Raditya Listu,3975092489,Jawa Tengah 14 April 2001,2016,1.26
Gunawan Asmaralaya,6998305954,Bangka 10 Februari 1998,2017,3.12
Widayaka Kresna,1941344665,Sumatera Selatan 3 April 1998,2019,2.44
Hartadi Prasaja,1249015387,Sulawesi Selatan 21 April 2003,2016,2.37
Teja Satria,6838544886,Jawa Tengah 7 November 2003,2015,1.55
Sadana Dipa,2808306170,Sulawesi Selatan 7 Desember 2000,2014,3.82
Cakra Raden,8213604982,Sumatera Selatan 20 Juni 2004,2017,1.69
Hartadi Daniswara,1023116227,Sumatera Barat 12 Agustus 2004,2019,3.35
Raditya Pranadipa,1526788926,Sumatera Utara 13 November 2000,2014,1.15
Cokroaminoto Arga,7262633782,Jawa Tengah 7 November 2001,2014,1.30
Sambara Hartadi,9605618082,Lampung 26 Januari 1999,2016,1.8
Wirya Cipta,321926240,Kalimantan Selatan 22 Juni 2003,2019,2.80
Praba Kukuh,7297791042,Sumatera Barat 22 Juni 1998,2015,3.29
Laksamana Ulung,9033202804,Banten 1 Juni 2002,2017,3.55
Muhadir Ubhaya,5759605423,Jawa Tengah 12 Mei 2002,2014,1.47
Upasama Lesmana,7252135744,Banten 26 Juli 1996,2015,1.48
Listu Candra,6967232924,Banten 20 Desember 2000,2016,3.78
Yudayana Handaru,8987477436,Jawa Barat 18 Agustus 2002,2018,3.30
Siswanto Satriya,8004325163,Banten 5 September 1999,2018,2.61
Rama Sobiyanto,5736460848,Jawa Timur 27 September 2000,2018,2.63
Pramono Ulung,7073581841,Jakarta 6 April 2003,2014,3.59
Adiwangsa Wibisana,80511929,Aceh 27 Oktober 2000,2015,2.27
Mahajana Mahardika,8270529970,Sulawesi Selatan 25 September 2002,2019,2.75
Aradhana Laksamana,8757642644,Jakarta 1 Desember 1997,2015,1.10
Abimana Indra,3410861519,Banten 16 April 1999,2019,3.22
Arjuna Hartadi,5995354168,Jawa Tengah 11 Juni 1998,2017,2.22
Daniswara Wardana,7192698536,Nusa Tenggara Barat 25 September 2002,2019,1.45
Karno Satria,426210672,Jawa Timur 13 Desember 1999,2018,2.21
Wirya Jumantara,3727251872,Sulawesi Utara 29 Oktober 2001,2014,1.95
Bagaskoro Tophati,1365555050,Lampung 11 Agustus 2000,2015,2.26
Wajendra Dewangga,7739098534,Jakarta 26 Oktober 2000,2018,3.58
Sasmaka Siswanto,7877087273,Sulawesi Tengah 23 Juni 2000,2016,3.82
Gadhing Jumantara,2574925810,Sumatera Barat 12 September 1999,2015,2.91
Lesmana Mahajana,3771970694,Jawa Barat 1 Oktober 2002,2019,1.7
Baskara Agnibrata,5417731482,Aceh 30 Juli 2001,2019,1.88
Wibisana Praba,7518666169,Jawa Tengah 28 April 1997,2015,1.91
Rahagi Budiono,6380709579,Nusa Tenggara Timur 1 November 1999,2019,3.95
Dewandaru Kamajaya,8383032038,Jawa Timur 11 Juli 1999,2018,1.85
Mahadri Pradipta,2923018650,Jawa Barat 5 November 2004,2018,1.59
Endaru Abyasa,1261940648,Aceh 11 Februari 1998,2014,2.7
Wibisana Wijaya,6924060989,Kalimantan Selatan 15 November 1999,2016,3.16
Wardana Madya,7392461964,Sumatera Barat 3 September 2002,2016,3.77
Pinot Harjita,8513179468,Jawa Timur 6 Januari 2000,2016,2.24
Abimanyu Sucipto,1971402791,Sumatera Selatan 23 Desember 1998,2015,1.36
Pranawa Kusna,2866573228,Kalimantan Timur 6 April 1996,2018,3.96
Kusuma Dewangga,3350455076,Yogyakarta 13 Juni 2004,2019,2.27
Arjanta Praba,4913145841,Jawa Barat 13 November 2002,2017,3.76
Jumantara Joko,570170521,Lampung 5 Oktober 1998,2014,1.75
Gumelar Rama,9116930085,Sulawesi Selatan 6 November 1998,2015,1.76
Kamandaka Pranadibta,9785596496,Sumatera Barat 23 Maret 1996,2018,3.62
Yoda Pranama,6044123367,Sulawesi Utara 28 Juli 2001,2015,2.61
Aditya Listu,2615716607,Kepulauan Riau 11 Desember 2003,2019,3.90
Brahma Asmaralaya,6958849780,Sulawesi Tenggara 18 Maret 2003,2016,2.56
Madya Aditya,8124782559,Sumatera Barat 13 Desember 2003,2018,2.6
Sobiyanto Bagas,3629486894,Sumatera Utara 9 Januari 2004,2015,1.52
Surendra Dipa,7112263325,Sulawesi Utara 15 Februari 1997,2017,2.83
Manggala Syaron,959851598,Kepulauan Riau 11 Agustus 1998,2016,2.77
Tamawijaya Luhur,9654755532,Jawa Timur 6 April 1996,2014,1.16
Jarot Kusuma,3207749602,Jawa Tengah 18 Agustus 2001,2014,1.11
Tamawijaya Bhanu,9099014643,Lampung 26 November 1997,2016,1.47
Widayaka Cokroaminoto,5302909146,Jawa Barat 5 Juni 2000,2019,2.41
Sampurna Bhagawanta,8576031268,Sumatera Barat 27 Januari 1997,2018,2.15
Santoso Damarlangit,9864789860,Sumatera Barat 18 Januari 1996,2019,3.90
Pranadipa Wajendra,2220202708,Papua Barat 3 Maret 2003,2017,3.67
Praba Mahaprana,6353001288,Aceh 22 Februari 2004,2018,1.28
Danurdara Budiono,539930739,Bangka 20 Mei 1997,2014,1.30
Baswara Mahadi,243636386,Kalimantan Selatan 16 Oktober 1998,2018,3.93
Aswangga Mahardika,1002291762,Aceh 25 Agustus 1998,2017,1.51
Aditya Upasama,3792855435,Yogyakarta 29 September 2001,2016,1.77
Mahaprana Surya,4228657033,Nusa Tenggara Barat 19 Agustus 1996,2014,2.44
Listu Upasama,8724294414,Jawa Timur 29 Agustus 1999,2016,1.82
Daniswara Harjita,1574111256,Lampung 5 Maret 2002,2018,1.13
Wirya Nareswara,2407608239,Kalimantan Tengah 24 November 2001,2014,1.92
Jatmika Yudayana,9698426023,Aceh 12 Agustus 2000,2017,1.42
Jaya Suryana,7539994754,Maluku Utara 26 Maret 2004,2017,3.78
Cakra Tamawijaya,6051875696,Jakarta 23 Juli 2003,2019,2.57
Ganendra Tamawijaya,3211288628,Bengkulu 17 Mei 2003,2015,2.3
Jatmika Wijaya,8772195322,Kalimantan Timur 12 Maret 2000,2017,3.52
Pranama Bhanu,4935386906,Sulawesi Selatan 23 November 1998,2014,1.34
Brawijaya Kusuma,1035292326,Papua 8 Februari 2004,2016,1.2
Bisma Nawang,5738945375,Jawa Barat 10 September 2000,2015,1.77
Lasmana Listu,1511821944,Jawa Timur 4 Februari 2002,2019,1.95
Abimana Sadana,6756036671,Lampung 24 September 1996,2015,3.79
Bimo Dhika,791877254,Aceh 26 September 1996,2018,1.63
Pranadipa Agnibrata,5592695271,Jawa Tengah 11 Mei 2002,2015,2.17
Wirya Apta,6772654877,Sulawesi Selatan 24 Agustus 2002,2018,3.55
Adipramana Abiyasa,278399997,Kepulauan Riau 24 Oktober 1999,2017,1.67
Aditya Joko,3964175794,Sulawesi Selatan 21 September 1997,2017,3.76
Yoda Pradipta,1270097320,Sulawesi Tenggara 13 Mei 2001,2015,1.36
Yuda Satriya,5899740544,Kalimantan Utara 24 Maret 2000,2017,2.61
Jumantara Aji,4224724274,Sumatera Barat 1 April 2000,2015,1.26
Dewandaru Tophati,4785866485,Jambi 17 November 2000,2017,2.95
Harjita Arya,8317826151,Sulawesi Utara 25 November 2003,2015,2.53
Joko Kawindra,2165886140,Kalimantan Barat 11 September 2002,2016,2.38
Astaguna Abimanyu,2363695405,Jawa Tengah 15 Maret 1999,2017,1.91
Manikmaya Prasetyo,1143646623,Lampung 11 Juni 1998,2018,3.65
Indradewa Mandala,1218448781,Sulawesi Tenggara 5 Desember 2000,2017,2.27
Bajradaka Satria,7880952059,Yogyakarta 12 Maret 1998,2017,2.21
Cokroatmojo Asmaralaya,8720156953,Banten 8 September 1996,2015,2.84
Adiguna Karno,31628036,Maluku Utara 13 September 1999,2018,1.19
Arga Wicaksana,1006883383,Kalimantan Utara 29 Oktober 1999,2014,2.6
Pradipta Abimanyu,4578802254,Nusa Tenggara Barat 7 Januari 2004,2014,1.96
Pranadibta Susilo,2600187174,Sumatera Barat 30 Desember 1996,2016,1.97
Arga Lingga,2213971628,Sumatera Utara 23 Oktober 2001,2014,2.57
Sampurna Sobiyanto,4676143060,Sulawesi Utara 3 Juni 1999,2017,2.46
Baswara Sampurna,797596605,Bengkulu 5 Februari 2003,2016,2.44
Prasetyo Mahapraja,783527913,Sumatera Utara 18 Mei 2002,2018,1.86
Tanaya Bayuaji,5834121370,Lampung 24 Maret 2004,2015,1.93
Kusna Aswangga,9006705812,Sulawesi Selatan 18 September 2000,2019,2.1
Sucipto Mahatma,2098104961,Jawa Timur 5 Maret 1996,2017,2.15
Mardhi Jumanta,6014897502,Jawa Barat 7 April 1998,2019,1.13
Ismoyono Abhicandra,353974540,Jawa Tengah 26 November 2003,2014,1.30
Mahadana Ganendra,155314044,Sumatera Utara 3 Juni 2000,2016,3.5
Yuda Fajar,2602079006,Sulawesi Selatan 15 Juli 2003,2019,2.64
Prasaja Jatmika,1800644658,Banten 20 September 1996,2018,1.65
Teja Sucipto,3789338121,Maluku 22 April 2004,2017,2.67
Ganendra Pradana,1531886071,Sulawesi Selatan 8 Juni 1999,2019,2.8
Astaguna Adiguna,5308811982,Sulawesi Tenggara 23 Februari 2003,2018,2.75
Budiono Widayaka,8648769111,Jawa Tengah 30 Oktober 1999,2019,3.77
Dewangga Hartadi,1095205562,Kalimantan Barat 9 September 1997,2016,1.53
Abhicandra Jumantara,8555942711,Jawa Timur 6 Februari 2003,2019,1.82
Kaesang Rahardian,5709095659,Sumatera Selatan 14 Februari 2001,2019,3.37
Kaesang Jarot,4803617057,Sumatera Utara 26 Maret 2003,2017,1.8
Upasama Listu,1260536625,Sulawesi Selatan 20 Desember 1997,2017,2.41
Manikmaya Kamajaya,5932948161,Jawa Barat 10 April 2004,2017,3.8
Ganendra Adipramana,5788551997,Riau 22 Desember 2003,2016,2.56
Endaru Gunawan,287832490,Sulawesi Utara 6 September 2003,2015,2.13
Luhur Prasaja,2933708891,Bali 12 Februari 2004,2019,3.99
Bimo Sudiro,9746358230,Lampung 9 Maret 2000,2017,2.71
Pramudya Wibowo,2712966785,Kalimantan Timur 20 Maret 1999,2017,2.76
Ganendra Pranawa,3660184493,Sulawesi Utara 18 April 1998,2015,1.44
Aditya Madya,5815353527,Sumatera Barat 18 Juli 2004,2014,3.17
Dhika Estu,1285976227,Kalimantan Selatan 15 Juni 2002,2015,1.8
Abyasa Kawindra,6360036574,Jawa Tengah 13 Desember 1998,2018,3.68
Indra Bayuaji,7901345551,Sumatera Barat 14 Oktober 1997,2018,3.73
Kukuh Gadhing,2788493799,Jawa Barat 17 November 1996,2014,1.35
Sadana Rahagi,7328367027,Kalimantan Timur 30 Mei 2001,2018,2.28
Bisma Rama,6281261884,Jawa Timur 16 Maret 2002,2014,1.84
Damarlangit Kamajaya,6923327170,Sumatera Barat 12 Januari 2002,2019,1.37
Jaya Sucipto,4484983648,Maluku Utara 21 Maret 2000,2014,3.77
Cokroaminoto Surendra,309538454,Sumatera Barat 15 Desember 1998,2019,2.52
Manikmaya Lesmana,9960362248,Banten 21 November 2003,2018,2.62
Kusuma Kaesang,6612527877,Nusa Tenggara Barat 13 Juni 1998,2014,1.75
Dipa Parikesit,3999605808,Jawa Tengah 4 Maret 1996,2018,2.99
Sudiro Dewangga,3726217545,Kalimantan Barat 2 Januari 1996,2019,2.73
Widodo Wardana,4183139438,Nusa Tenggara Timur 30 April 2002,2016,3.75
Sugiarto Soenggono,9260623114,Gorontalo 10 Februari 2001,2018,2.55
Dewangga Sampurna,9262540934,Kepulauan Riau 14 Juli 2000,2017,2.85
Cakra Sobiyanto,15108965,Jambi 19 Desember 2003,2015,1.5
Pranawa Wajendra,5509072627,Sumatera Utara 7 Februari 2001,2018,2.23
Mandala Mahaprana,2267976895,Sumatera Barat 29 Februari 1996,2017,2.12
Prasetyo Arjuna,6030312321,Kepulauan Riau 29 Mei 2004,2014,2.83
Raharja Pranadibta,8292773696,Aceh 17 Oktober 2002,2014,1.17
Gentala Sambara,7838297953,Jawa Barat 19 Desember 2001,2016,1.34
Andaru Nareswara,5488977366,Sumatera Selatan 29 Januari 2000,2017,1.50
Barata Adiwangsa,4510638980,Jawa Timur 10 Juli 1998,2017,1.96
Bayuaji Rama,7569212052,Papua 1 Januari 1999,2019,1.95
Sadana Jaya,4938355395,Sulawesi Utara 20 April 2002,2014,3.77
Saputra Handaru,1619795468,Jawa Barat 26 Mei 1999,2019,3.58
Widura Gumelar,4849013575,Sulawesi Tengah 10 September 2001,2019,2.79
Lintang Hasta,6854794697,Papua Barat 16 Desember 2001,2019,3.2
Santoso Bagas,8557478496,Sumatera Barat 20 Juli 1996,2017,3.3
Lesmana Batara,2464335614,Kalimantan Utara 14 Agustus 2000,2016,1.1
Tulus Wibisana,1346932577,Jawa Tengah 8 Oktober 1998,2015,2.1
Widodo Pranawa,9319989066,Riau 14 Mei 1998,2019,1.60
Parikesit Kusna,2583898562,Jawa Tengah 6 Juli 1996,2016,3.59
Nawang Bayuaji,6061420999,Jawa Timur 13 November 2002,2017,2.40
Arjanta Prastowo,9828346378,Sumatera Barat 17 Maret 2004,2014,1.6
Guntur Karno,7908347336,Banten 24 Juni 1997,2015,1.85
Widayaka Prasetyo,6147962409,Sulawesi Selatan 1 Agustus 2002,2017,2.44
Yuda Luhung,1654314024,Sumatera Utara 14 Oktober 2001,2016,2.34
Ulung Abiyasa,9085732054,Jawa Timur 8 April 2002,2017,1.69
Aradhana Haribawa,3905942268,Sulawesi Utara 13 Januari 1999,2015,1.32
Cakrawala Fajar,5402936682,Aceh 12 September 2001,2017,2.94
Hasta Agnibrata,4584935853,Sumatera Barat 2 November 2004,2015,3.66
Kaesang Aradhana,3169791507,Bengkulu 5 Mei 1998,2014,3.94
Widayaka Wardana,3060857822,Riau 24 Agustus 2004,2017,2.91
Wajendra Bajradaka,2481203370,Kalimantan Utara 3 November 1999,2015,3.0
Mahaprana Nugraha,6397387907,Jawa Tengah 19 Januari 2001,2019,2.64
Mahadana Nawang,6105947062,Banten 9 Juli 1996,2018,2.20
Prasaja Rakabuming,1649626937,Kalimantan Barat 12 Desember 1996,2014,3.46
Fajar Madana,9334312764,Aceh 24 November 1999,2014,1.98
Luhung Muhadir,1505325616,Jawa Timur 14 Agustus 1997,2014,2.57
Wibowo Jumanta,5325076762,Jawa Barat 7 Oktober 2000,2015,2.79
Haris Madhani,9137100038,Jawa Timur 7 Februari 1998,2019,3.88
Arya Bisma,3215205788,Jawa Timur 24 Januari 2000,2017,3.96
Madana Lesmana,2594989188,Sulawesi Utara 25 November 2003,2016,2.29
Bramantya Dewangga,4138114180,Banten 21 Desember 2000,2018,3.77
Bimo Aradhana,311746222,Jawa Barat 13 Agustus 2004,2019,2.78
Hadinata Ulung,8784657451,Aceh 21 Februari 1997,2018,1.68
Mahadri Darsa,5648614469,Maluku 2 Juni 2002,2017,1.87
Yoga Kukuh,355991550,Kalimantan Timur 7 Maret 2004,2015,2.58
Aji Cakra,5538388780,Kalimantan Selatan 5 April 1998,2015,2.97
Endaru Kamandaka,6486682788,Jawa Tengah 3 April 1996,2019,3.24
Listu Jarot,9641472570,Riau 22 Mei 1996,2016,3.50
Edi Apta,9065838044,Banten 19 Januari 1998,2017,3.57
Jarot Nugraha,8665442043,Aceh 17 Agustus 1999,2019,1.56
Jumanta Leksana,9421593971,Jawa Barat 16 September 1999,2017,3.6
Bramantya Raden,247535196,Gorontalo 9 April 2002,2015,1.11
Dewandaru Mahardika,5615278897,Kalimantan Selatan 26 Juli 2001,2014,1.30
Teja Surya,1703131841,Sulawesi Utara 10 Agustus 2000,2016,3.92
Yoga Lakeswara,181787695,Jawa Timur 13 Juli 2003,2018,2.64
Aradhana Jumantara,1613546671,Kalimantan Timur 18 Mei 1999,2015,1.13
Candra Mahadana,7250093431,Nusa Tenggara Barat 23 Oktober 2004,2015,2.14
Madana Satria,9177647476,Bengkulu 21 Maret 1997,2018,1.47
Abyasa Mardhi,3307273018,Jawa Timur 12 Mei 2001,2015,1.76
Jatmika Karno,9436647000,Sumatera Barat 25 April 2003,2015,3.61
Jatmika Darsa,6728647181,Riau 13 April 1998,2015,1.7
Kawindra Padmana,2099807082,Jawa Timur 20 Desember 2000,2016,1.10
Soenggono Wajendra,1331154433,Papua 13 Maret 2001,2014,2.1
Susilo Luhung,6759019723,Jambi 3 April 1996,2017,2.33
Gentala Mahadi,994279287,Sulawesi Selatan 13 Februari 1996,2018,3.94
